"id","prefix","term","definition","reports","downloaded_at"
"601","S","Socio-economic scenario","A scenario that describes a possible future in terms of population, gross domestic product (GDP), and other socio-economic factors relevant to understanding the implications of climate change.","SRCCL; SR15; AR5-WG3; AR6","2026-02-27"
"603","S","Socio-technical transitions","Where technological change is associated with social systems and the two are inextricably linked.","SRCCL; SR15; AR6","2026-02-27"
"3366","S","Socioeconomic scenario","A scenario that describes a possible future in terms of population, gross domestic product, and other socioeconomic factors relevant to understanding the implications of climate change.","AR5-WG2","2026-02-27"
"1690","S","Sodic soils","Soils with disproportionately high concentration of sodium (Na+) in relation to calcium (Ca2+) and magnesium (Mg2+) adsorbed at the cation exchange site on the surface of soil particles. Sodic soils are characterised by a poor soil structure and poor aeration (NDSU, 2014).","SRCCL","2026-02-27"
"3162","S","Soft adaptation limit","Options are currently not available to avoid intolerable risks through adaptive action.","AR5-SYR; AR5-WG2","2026-02-27"
"1910","S","Soft loans","(also called soft financing or concessional funding) offer flexible or lenient terms for repayment, usually at lower than market interest rates or no interest. Soft loans are provided customarily by government agencies and not by financial institutions.","SRREN","2026-02-27"
"605","S","Soil carbon sequestration (SCS)","Land management changes which increase the soil organic carbon content, resulting in a net removal of carbon dioxide (CO2) from the atmosphere.","SRCCL; SR15; AR6","2026-02-27"
"1680","S","Soil conservation","The maintenance of soil fertility through controlling erosion, preserving soil organic matter, ensuring favourable soil physical properties, and retaining nutrients (Young, 1989).","SRCCL","2026-02-27"
"1682","S","Soil erosion","The displacement of the soil by the action of water or wind. Soil erosion is a major process of land degradation.","SRCCL; AR6","2026-02-27"
"607","S","Soil moisture","Water stored in the soil in liquid or frozen form. Root-zone soil moisture is of most relevance for plant activity.","SRCCL; SROCC; SR15; AR5-WG1; SREX; AR6","2026-02-27"
"1684","S","Soil organic carbon","Carbon contained in soil organic matter.","SRCCL; AR6","2026-02-27"
"1686","S","Soil organic matter","The organic component of soil, comprising plant and animal residue at various stages of decomposition, and soil organisms.","SRCCL; AR6","2026-02-27"
"1688","S","Soil salinity","The concentration of soluble salts in the water extracted from a saturated soil (saturation extract), comprising chlorides and sulphates of Sodium (Na+), calcium (Ca2+) and magnesium (Mg2+) as well as carbonate salts (adapted from FAO, 1985).","SRCCL","2026-02-27"
"2704","S","Soil temperature","The temperature of the soil. This can be measured or modelled at multiple levels within the depth of the soil.","AR5-WG1; AR6","2026-02-27"
"2706","S","Solar ('11-year') cycle","A quasi-regular modulation of solar activity with varying amplitude and a period of between 8 and 14 years.","AR5-WG1","2026-02-27"
"2710","S","Solar activity","General term describing a variety of magnetic phenomena on the Sun such as sunspots, faculae (bright areas), and flares (emission of high-energy particles). It varies on time scales from minutes to millions of years.","AR5-WG1; AR6","2026-02-27"
"2008","S","Solar collector","A device for converting solar energy to thermal energy (heat) of a flowing fluid.","SRREN","2026-02-27"
"5459","S","Solar cycle (11-year)","A quasi-regular modulation of solar activity with varying amplitude and a period of between 8 and 14 years.","AR6","2026-02-27"
"2010","S","Solar energy","Energy from the sun. Often the phrase is used to mean energy that is captured from solar radiation either as heat, as light that is converted into chemical energy by natural or artificial photosynthesis, or by photovoltaic panels and converted directly into electricity.","AR5-WG3; SRREN; AR6","2026-02-27"
"2022","S","Solar irradiance","The rate of solar power incidence on a surface (W/m2). Irradiance depends on the orientation of the surface, with as special orientations: (a) surfaces perpendicular to the beam solar radiation; (b) surfaces horizontal with or on the ground. Full sun is solar irradiance that is approximately 1,000 W/m2.","SRREN","2026-02-27"
"2024","S","Solar radiation","Electromagnetic radiation emitted by the Sun with a spectrum close to the one of a black body with a temperature of 5770 K. The radiation peaks in visible wavelengths. When compared to the terrestrial radiation it is often referred to as shortwave radiation.","AR5-WG1; SRREN; AR6","2026-02-27"
"609","S","Solar radiation management","","SROCC; SR15","2026-02-27"
"2708","S","Solar Radiation Management (SRM)","Solar Radiation Management refers to the intentional modification of the earth's shortwave radiative budget with the aim to reduce climate change according to a given metric (e.g., surface temperature, precipitation, regional impacts, etc.). Artificial injection of stratospheric aerosols and cloud brightening are two examples of SRM techniques. Methods to modify some fast-responding elements of the longwave radiative budget (such as cirrus clouds), although not strictly speaking SRM, can be related to SRM. SRM techniques do not fall within the usual definitions of mitigation and adaptation","AR5-WG3; AR5-SYR; AR5-WG1","2026-02-27"
"611","S","Solar radiation modification (SRM)","The intentional modification of the Earth's shortwave radiative budget with the aim of reducing warming. Artificial injection of stratospheric aerosols, marine cloud brightening, and land surface albedo modification are examples of proposed SRM methods. SRM does not fall within the definitions of mitigation and adaptation (IPCC, 2012b, p. 2). Note that in the literature, SRM is also referred to as solar radiation management, or albedo enhancement.","SROCC; SR15; AR6","2026-02-27"
"2016","S","Solar thermal","is the use of direct solar energy for heat end-uses, excluding CSP.","SRREN","2026-02-27"
